Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,learning_rate,max_depth,min_samples_split,n_estimators,mse,r2,test_mse,test_r2,Model,Data,Original Run ID,Train Data
2025-03-20 21:28:01,2.2s,6a83bdc41e2b4b9da44084f83e94f84a,rebellious-boar-916,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,10,10,200,0.0005752717634383590,0.892976880232578,,,random-forest,,,all-features
2025-03-20 21:29:45,1.6s,c6fa8e8651044d7eaa3aaf45d75362f4,industrious-bird-594,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,None,10,50,0.0005773292294851900,0.8925941108196810,,,random-forest,,,all-features
2025-03-20 21:29:58,1.5s,ea861f23d2294fd88aff7bc05fb7a297,wise-whale-22,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,15,10,50,0.0005795525436431210,0.8921804871507870,,,random-forest,,,all-features
2025-03-20 21:30:14,1.8s,316bbf2dffd148319438eb0b2acae1f0,serious-goat-223,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,10,10,100,0.0005800097847753050,0.8920954223595660,,,random-forest,,,all-features
2025-03-20 21:31:24,1.5s,dbd98a692a874bb1941b5e3c407d25a8,sassy-toad-422,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.05,5,,50,0.0005819574633469120,0.891733077724759,,,gradient-boosting,,,all-features
2025-03-20 21:28:50,1.5s,1252df25e1644b6d98c8bf9f6f43215f,unleashed-croc-838,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.05,5,,50,0.0005819574633469120,0.891733077724759,,,gradient-boosting,,,all-features
2025-03-20 21:29:53,1.6s,6940fb76b108446fb1bdf4245e82b94e,bright-mare-174,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,10,10,50,0.0005898975861136200,0.890255903345905,,,random-forest,,,all-features
2025-03-20 21:31:20,2.6s,f1434b76e5b74627b9178e854fb9cbeb,luminous-snipe-516,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,200,0.0006306187507614250,0.8826801689571300,,,gradient-boosting,,,all-features
2025-03-20 21:28:46,2.5s,a9c2f09753ab4ba5854e81e5d061216d,fearless-owl-678,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,200,0.0006306187507614250,0.8826801689571300,,,gradient-boosting,,,all-features
2025-03-20 21:31:17,2.2s,6585769026304cb9bf68a8955de9d5d9,suave-boar-821,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,200,0.0007455736326335570,0.8612940504782430,,,gradient-boosting,,,all-features
2025-03-20 21:28:44,2.3s,06a6536aefe4426fa22c938b9a6a8225,whimsical-shrew-457,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,200,0.0007455736326335570,0.8612940504782430,,,gradient-boosting,,,all-features
2025-03-20 21:30:30,1.9s,8dade961f4f6403fb6b2eff14d6c7614,judicious-slug-823,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,2,200,0.0010300141113628300,0.8083769609277360,,,random-forest,,,all-features
2025-03-20 21:30:06,1.7s,024079ec58d74f6b8511bd64eea31373,efficient-crow-755,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,2,100,0.0010312734984934900,0.808142665507233,,,random-forest,,,all-features
2025-03-20 21:30:32,1.9s,526361b6bb8041a68ac81f419f86c414,caring-grouse-430,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,5,200,0.0010316453009881400,0.808073495654924,,,random-forest,,,all-features
2025-03-20 21:30:07,1.5s,17808542fa114303b4945f7386c04c08,powerful-fish-8,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,5,100,0.0010329666664289500,0.8078276698369090,,,random-forest,,,all-features
2025-03-20 21:30:34,1.9s,ac1851c77f0b4f29b71cba3a2cc36cc0,treasured-bug-289,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,10,200,0.001034179735207310,0.8076019914473140,,,random-forest,,,all-features
2025-03-20 21:27:55,1.9s,591a8aafc9ed4195b7ed581c239084d8,invincible-ray-580,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,10,200,0.001034179735207310,0.8076019914473140,,,random-forest,,,all-features
2025-03-20 21:30:09,1.5s,7caf36154abf4a81bd8a8785a9b8b7d9,crawling-asp-911,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,10,100,0.0010358424544944000,0.8072926604202890,,,random-forest,,,all-features
2025-03-20 21:29:49,1.4s,a75e2b6980fd4f51985818d004df2729,flawless-squid-984,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,10,50,0.001040381930941280,0.806448139687077,,,random-forest,,,all-features
2025-03-20 21:29:46,1.3s,135e30f862fe48e68dbc0c380a0c4a7d,serious-lamb-385,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,2,50,0.0010406998562838800,0.8063889930990110,,,random-forest,,,all-features
2025-03-20 21:29:47,1.4s,7a601c23d7b74bd88da085f443b27792,overjoyed-turtle-857,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,5,5,50,0.0010425819493627900,0.8060388499392050,,,random-forest,,,all-features
2025-03-20 21:31:22,1.4s,9671bbed8bc34c3b8b514d0fdd64aa38,skittish-doe-193,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.05,3,,50,0.0010593340832465200,0.802922295738313,,,gradient-boosting,,,all-features
2025-03-20 21:28:49,1.4s,0af7c2d3406246f6ad3c27c575f048ba,big-frog-408,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.05,3,,50,0.0010593340832465200,0.802922295738313,,,gradient-boosting,,,all-features
2025-03-20 21:31:16,1.8s,52660d044231459892f4dd0cff040e35,overjoyed-gnat-718,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,200,0.0012931681749133400,0.7594199798092510,,,gradient-boosting,,,all-features
2025-03-20 21:28:42,2.0s,48175a1826e548bdaf2350d39e734f83,magnificent-bat-690,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,200,0.0012931681749133400,0.7594199798092510,,,gradient-boosting,,,all-features
2025-03-20 21:31:14,2.1s,cc5e2c6204ae4302ad31a7a528f68477,whimsical-cat-793,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,100,0.0013987252311285000,0.7397822256422620,,,gradient-boosting,,,all-features
