Games,At-bat,Runs,Hits,Double,Triple,HR,RBI,Walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Plus Slugging
2054.0,8267.0,1282.0,2810.0,425.0,164.0,102.0,1175.0,472.0,327.0,375.0,127.0,0.34,0.847
971.0,2799.0,324.0,678.0,120.0,21.0,36.0,242.0,266.0,619.0,84.0,28.0,0.242,0.648
1688.0,5432.0,794.0,1283.0,253.0,14.0,298.0,871.0,707.0,1927.0,64.0,31.0,0.236,0.781
1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,299.0,421.0,145.0,60.0,0.268,0.717
1485.0,4624.0,514.0,1176.0,196.0,41.0,63.0,514.0,364.0,443.0,45.0,50.0,0.254,0.664
1158.0,3906.0,421.0,991.0,128.0,84.0,29.0,394.0,346.0,269.0,117.0,1.0,0.254,0.668
2120.0,7555.0,1175.0,2150.0,321.0,49.0,358.0,1430.0,704.0,414.0,30.0,26.0,0.285,0.83
813.0,2578.0,340.0,630.0,77.0,19.0,20.0,211.0,220.0,392.0,187.0,73.0,0.244,0.617
2059.0,7290.0,807.0,2043.0,407.0,24.0,188.0,909.0,308.0,895.0,15.0,23.0,0.28,0.739
1488.0,5569.0,834.0,1546.0,253.0,55.0,46.0,435.0,413.0,410.0,226.0,108.0,0.278,0.703
1065.0,3549.0,454.0,923.0,201.0,8.0,154.0,587.0,339.0,888.0,17.0,20.0,0.26,0.781
2296.0,7971.0,1025.0,2092.0,371.0,31.0,324.0,1225.0,848.0,997.0,39.0,42.0,0.262,0.774
1192.0,3440.0,348.0,914.0,172.0,7.0,71.0,438.0,385.0,378.0,14.0,10.0,0.266,0.722
1011.0,3284.0,458.0,929.0,140.0,36.0,67.0,426.0,408.0,282.0,42.0,21.0,0.283,0.774
1406.0,5382.0,727.0,1459.0,238.0,89.0,62.0,467.0,265.0,783.0,125.0,68.0,0.271,0.69
1408.0,4532.0,783.0,1301.0,182.0,71.0,40.0,382.0,334.0,348.0,228.0,67.0,0.287,0.724
911.0,2834.0,444.0,687.0,106.0,20.0,92.0,283.0,277.0,972.0,161.0,34.0,0.242,0.704
1147.0,4211.0,575.0,1238.0,219.0,43.0,24.0,464.0,280.0,226.0,50.0,29.111971403812824,0.294,0.724
1530.0,4855.0,676.0,1361.0,226.0,56.0,62.0,435.0,505.0,507.0,217.0,99.0,0.28,0.737
