Games,At-bat,Runs,Hits,Double,Triple,HR,RBI,Walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Plus Slugging
1632.0,6366.0,1132.0,1839.0,322.0,64.0,98.0,615.0,804.0,730.0,407.0,117.0,0.289,0.784
1913.0,7182.0,1048.0,2004.0,320.0,77.0,32.0,591.0,827.0,487.0,145.0,75.0,0.279,0.713
826.0,2516.0,371.0,684.0,127.0,9.0,46.0,230.0,195.0,230.0,98.0,31.0,0.272,0.713
1245.0,4364.0,499.0,1292.0,139.0,37.0,65.0,520.0,167.0,146.0,11.0,8.0,0.296,0.712
924.0,2856.0,316.0,733.0,135.0,18.0,66.0,376.0,181.0,552.0,21.0,29.0,0.257,0.687
2323.0,8860.0,1775.0,2839.0,574.0,146.0,184.0,1427.0,1186.0,372.0,181.0,89.0,0.32,0.884
813.0,3102.0,693.0,794.0,135.0,58.0,19.0,334.0,535.0,158.0,255.0,29.111971403812824,0.256,0.728
1062.0,3701.0,551.0,1071.0,240.0,51.0,73.0,573.0,353.0,315.0,57.0,45.0,0.289,0.793
1197.0,4501.0,663.0,1215.0,203.0,40.0,74.0,446.0,337.0,625.0,222.0,93.0,0.27,0.706
1396.0,4977.0,623.0,1209.0,274.0,27.0,137.0,536.0,392.0,1165.0,97.0,48.0,0.243,0.693
1280.0,5371.0,965.0,1467.0,228.0,132.0,68.0,601.0,418.0,547.0,113.0,29.111971403812824,0.273,0.732
1410.0,4106.0,498.0,1042.0,227.0,17.0,146.0,618.0,391.0,864.0,34.0,33.0,0.254,0.746
1559.0,5646.0,736.0,1501.0,325.0,22.0,162.0,695.0,443.0,847.0,74.0,35.0,0.266,0.74
912.0,3028.0,334.0,755.0,167.0,23.0,36.0,387.0,284.0,268.0,27.0,29.0,0.249,0.671
889.0,3294.0,469.0,889.0,165.0,26.0,138.0,474.0,176.0,670.0,53.0,23.0,0.27,0.766
1387.0,4449.0,496.0,1176.0,193.0,42.0,71.0,435.0,348.0,658.0,167.0,63.0,0.264,0.691
1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,471.0,616.0,168.0,78.0,0.257,0.658
1341.0,3971.0,551.0,1031.0,189.0,53.0,47.0,422.0,500.0,624.0,81.0,50.0,0.26,0.715
1352.0,4426.0,636.0,1202.0,150.0,15.0,211.0,669.0,435.0,656.0,54.0,24.0,0.272,0.795
1373.0,8568.0,1619.0,2672.0,361.0,220.0,67.0,1015.0,874.0,135.0,506.0,29.111971403812824,0.312,0.815
927.0,2896.0,247.0,733.0,153.0,11.0,44.0,320.0,189.0,450.0,18.0,21.0,0.253,0.658
1716.0,6655.0,998.0,1931.0,309.0,123.0,136.0,766.0,377.0,1067.0,480.0,109.0,0.29,0.765
1011.0,3148.0,377.0,710.0,169.0,9.0,114.0,367.0,374.0,788.0,11.0,16.0,0.226,0.704
1704.0,6184.0,730.0,1729.0,334.0,46.0,94.0,884.0,579.0,497.0,42.0,3.0,0.28,0.737
1163.0,3253.0,421.0,798.0,141.0,27.0,19.0,263.0,386.0,651.0,104.0,36.0,0.245,0.646
1467.0,4222.0,625.0,1138.0,220.0,7.0,187.0,702.0,652.0,929.0,13.0,4.0,0.27,0.828
1883.0,6443.0,1118.0,2011.0,367.0,83.0,359.0,1337.0,856.0,524.0,28.0,1.0,0.312,0.959
1318.0,5896.0,758.0,1576.0,284.0,90.0,27.0,762.0,471.0,32.0,194.0,29.111971403812824,0.267,0.69
1741.0,6478.0,865.0,1823.0,311.0,66.0,206.0,942.0,470.0,636.0,30.0,31.0,0.281,0.775
1826.0,6161.0,724.0,1568.0,323.0,43.0,199.0,816.0,388.0,1224.0,48.0,39.0,0.255,0.719
1038.0,3064.0,307.0,738.0,99.0,34.0,19.0,219.0,256.0,425.0,74.0,46.0,0.241,0.614
818.0,2778.0,340.0,733.0,136.0,19.0,42.0,258.0,256.0,314.0,22.0,7.0,0.264,0.7
1092.0,3285.0,438.0,786.0,107.0,22.0,61.0,340.0,561.0,529.0,38.0,30.0,0.239,0.691
1034.0,3657.0,560.0,1010.0,221.0,32.0,140.0,470.0,282.0,705.0,122.0,28.0,0.276,0.8
1302.0,4594.0,632.0,1272.0,255.0,19.0,165.0,630.0,314.0,949.0,82.0,45.0,0.277,0.774
846.0,3013.0,439.0,926.0,155.0,26.0,73.0,452.0,195.0,176.0,23.0,29.111971403812824,0.307,0.801
1155.0,4079.0,584.0,1019.0,179.0,13.0,224.0,635.0,467.0,1233.0,28.0,17.0,0.25,0.799
1394.0,5193.0,1051.0,1628.0,379.0,71.0,331.0,1276.0,852.0,844.0,58.0,26.0,0.313,1.017
1294.0,3935.0,461.0,1011.0,153.0,31.0,134.0,504.0,477.0,593.0,14.0,30.0,0.257,0.754
959.0,2811.0,268.0,751.0,122.0,18.0,44.0,311.0,186.0,412.0,16.0,16.0,0.267,0.683
1829.0,6092.0,900.0,1664.0,379.0,10.0,275.0,1065.0,936.0,1453.0,20.0,21.0,0.273,0.848
858.0,2813.0,353.0,776.0,148.0,19.0,58.0,309.0,135.0,400.0,142.0,38.0,0.276,0.714
1807.0,6533.0,906.0,1766.0,288.0,124.0,92.0,792.0,545.0,515.0,233.0,17.0,0.27,0.727
956.0,3707.0,516.0,990.0,173.0,43.0,29.0,423.0,212.0,250.0,113.0,63.0,0.267,0.668
1417.0,6653.0,1001.0,1841.0,361.0,145.0,75.0,951.0,525.0,45.0,285.0,2.0,0.277,0.743
1795.0,6702.0,881.0,2054.0,385.0,50.0,78.0,870.0,621.0,287.0,51.0,36.0,0.306,0.781
1584.0,4502.0,656.0,1195.0,188.0,31.0,200.0,666.0,610.0,544.0,47.0,37.0,0.265,0.81
1237.0,4946.0,714.0,1286.0,238.0,76.0,74.0,667.0,173.0,602.0,130.0,29.111971403812824,0.26,0.671
1247.0,4311.0,587.0,1178.0,261.0,19.0,122.0,566.0,325.0,775.0,49.0,19.0,0.273,0.758
1460.0,4505.0,386.0,1194.0,197.0,16.0,53.0,543.0,418.0,264.0,8.0,29.111971403812824,0.265,0.679
2360.0,7927.0,1195.0,2232.0,423.0,55.0,475.0,1540.0,937.0,1936.0,17.0,16.0,0.282,0.889
1161.0,3630.0,511.0,891.0,197.0,25.0,137.0,588.0,629.0,726.0,50.0,10.0,0.245,0.784
2275.0,9294.0,1421.0,2455.0,511.0,115.0,231.0,936.0,813.0,1264.0,470.0,105.0,0.264,0.742
1082.0,3048.0,299.0,707.0,108.0,54.0,22.0,317.0,263.0,315.0,86.0,16.0,0.232,0.62
952.0,3419.0,480.0,938.0,192.0,18.0,122.0,540.0,329.0,730.0,57.0,36.0,0.274,0.792
1033.0,3607.0,460.0,934.0,217.0,15.0,97.0,391.0,154.0,640.0,92.0,32.0,0.259,0.704
1518.0,5357.0,843.0,1458.0,258.0,46.0,164.0,676.0,674.0,768.0,67.0,43.0,0.272,0.787
916.0,3062.0,411.0,760.0,140.0,51.0,82.0,316.0,236.0,737.0,112.0,36.0,0.248,0.716
1391.0,4229.0,331.0,1122.0,170.0,44.0,47.0,525.0,281.0,416.0,37.0,20.0,0.265,0.673
1328.0,4984.0,633.0,1306.0,180.0,74.0,20.0,471.0,333.0,732.406017542465,184.0,0.655,0.262,0.655
1559.0,4532.0,629.0,1188.0,233.0,11.0,251.0,824.0,527.0,1209.0,6.0,9.0,0.262,0.824
1522.0,5428.0,697.0,1543.0,327.0,36.0,123.0,739.0,432.0,738.0,42.0,26.0,0.284,0.765
1061.0,3442.0,311.0,813.0,118.0,13.0,82.0,381.0,271.0,565.0,12.0,17.0,0.236,0.642
1162.0,4271.0,571.0,1190.0,195.0,49.0,28.0,443.0,222.0,190.0,31.0,14.0,0.279,0.683
1811.0,6354.0,1023.0,1671.0,232.0,50.0,155.0,614.0,833.0,852.0,557.0,114.0,0.263,0.737
1455.0,4800.0,641.0,1367.0,303.0,34.0,162.0,687.0,519.0,938.0,29.0,28.0,0.285,0.822
1799.0,5215.0,617.0,1344.0,179.0,42.0,87.0,481.0,481.0,675.0,64.0,60.0,0.258,0.677
1879.0,6491.0,1146.0,1905.0,422.0,30.0,366.0,1234.0,1201.0,1300.0,86.0,48.0,0.293,0.943
1023.0,2959.0,358.0,768.0,157.0,12.0,70.0,331.0,227.0,392.0,12.0,21.0,0.26,0.704
2196.0,7599.0,1204.0,1933.0,383.0,36.0,434.0,1289.0,891.0,1748.0,152.0,59.0,0.254,0.823
1448.0,5062.0,566.0,1500.0,205.0,57.0,65.0,585.0,223.0,331.0,36.0,38.0,0.296,0.724
1799.0,6654.0,963.0,1846.0,417.0,22.0,284.0,1061.0,646.0,1384.0,43.0,16.0,0.277,0.816
1036.0,3480.0,442.0,913.0,187.0,19.0,140.0,564.0,355.0,834.0,12.0,7.0,0.262,0.778
989.0,3180.0,288.0,939.0,146.0,12.0,61.0,474.0,220.0,188.0,6.0,2.0,0.295,0.754
1645.0,5782.0,720.0,1580.0,290.0,82.0,60.0,733.0,454.0,583.0,272.0,20.0,0.273,0.714
1832.0,6192.0,943.0,1602.0,255.0,47.0,53.0,614.0,875.0,983.0,272.0,119.0,0.259,0.69
1417.0,5531.0,850.0,1527.0,367.0,39.0,97.0,542.0,609.0,844.0,285.0,73.0,0.276,0.756
1096.0,3770.0,438.0,1051.0,220.0,14.0,47.0,366.0,173.0,502.0,59.0,35.0,0.279,0.701
1117.0,4297.0,797.0,1273.0,200.0,79.0,20.0,596.0,554.0,29.0,401.0,29.111971403812824,0.296,0.788
2189.0,8365.0,1322.0,2574.0,317.0,109.0,29.0,586.0,1198.0,571.0,234.0,92.0,0.308,0.778
1635.0,5798.0,985.0,1553.0,260.0,54.0,255.0,870.0,718.0,1285.0,284.0,78.0,0.268,0.815
811.0,2781.0,415.0,794.0,152.0,44.0,43.0,290.0,180.0,170.0,42.0,49.0,0.286,0.749
1365.0,4716.0,677.0,1332.0,203.0,106.0,44.0,503.0,324.0,464.0,129.0,21.0,0.282,0.73
963.0,2999.0,419.0,778.0,161.0,16.0,91.0,371.0,236.0,537.0,134.0,56.0,0.259,0.728
926.0,2986.0,356.0,774.0,165.0,22.0,56.0,342.0,213.0,329.0,23.0,27.0,0.259,0.699
823.0,2883.0,399.0,696.0,156.0,19.0,96.0,362.0,287.0,694.0,98.0,27.0,0.241,0.718
1720.0,6214.0,798.0,1623.0,302.0,36.0,176.0,729.0,600.0,865.0,80.0,51.0,0.261,0.734
1771.0,7605.0,1296.0,2084.0,354.0,136.0,56.0,813.0,1135.0,233.0,465.0,29.111971403812824,0.274,0.753
1184.0,4718.0,925.0,1429.0,259.0,114.0,53.0,836.0,484.0,141.0,129.0,29.111971403812824,0.303,0.82
1284.0,4603.0,901.0,1297.0,269.0,73.0,183.0,795.0,712.0,383.0,37.0,19.0,0.282,0.873
1151.0,3149.0,385.0,849.0,140.0,34.0,30.0,266.0,180.0,356.0,106.0,42.0,0.27,0.672
871.0,2810.0,419.0,648.0,111.0,14.0,100.0,351.0,413.0,702.0,65.0,26.0,0.231,0.717
1821.0,6212.0,946.0,1934.0,389.0,96.0,116.0,990.0,383.0,340.0,127.0,82.0,0.311,0.82
1112.0,3791.0,422.0,991.0,183.0,31.0,80.0,454.0,318.0,675.0,9.0,14.0,0.261,0.71
1217.0,3151.0,310.0,861.0,144.0,20.0,29.0,354.0,236.0,287.0,10.0,12.0,0.273,0.683
889.0,2810.0,370.0,725.0,181.0,20.0,135.0,436.0,334.0,662.0,17.0,7.0,0.258,0.821
1301.0,4330.0,498.0,1102.0,176.0,15.0,65.0,506.0,626.0,428.0,10.0,13.0,0.255,0.695
1536.0,5392.0,730.0,1618.0,267.0,29.0,215.0,898.0,609.0,862.0,97.0,47.0,0.3,0.85
954.0,3032.0,394.0,778.0,150.0,9.0,97.0,361.0,228.0,736.0,78.0,19.0,0.257,0.719
915.0,3439.0,566.0,950.0,167.0,46.0,66.0,319.0,346.0,679.0,87.0,32.0,0.276,0.763
975.0,2706.0,382.0,746.0,132.0,19.0,69.0,349.0,226.0,409.0,7.0,10.0,0.276,0.747
896.0,3239.0,404.0,938.0,184.0,49.0,66.0,509.0,276.0,322.0,25.0,5.0,0.29,0.784
1658.0,5711.0,835.0,1562.0,293.0,91.0,164.0,792.0,667.0,1063.0,245.0,59.0,0.274,0.792
1319.0,4706.0,591.0,1310.0,194.0,88.0,27.0,593.0,407.0,256.0,173.0,26.0,0.278,0.715
1248.0,3808.0,480.0,1064.0,197.0,31.0,60.0,486.0,419.0,329.0,19.0,42.0,0.279,0.747
1998.0,7299.0,1092.0,2020.0,374.0,66.0,193.0,1007.0,757.0,1008.0,341.0,93.0,0.277,0.768
1392.0,5087.0,691.0,1454.0,298.0,58.0,89.0,799.0,474.0,453.0,47.0,56.0,0.286,0.767
1651.0,5880.0,884.0,1566.0,349.0,44.0,167.0,768.0,832.0,994.0,116.0,49.0,0.266,0.783
2517.0,9397.0,1077.0,2715.0,498.0,49.0,174.0,1208.0,450.0,453.0,183.0,73.0,0.289,0.729
1975.0,7750.0,1152.0,2095.0,481.0,31.0,412.0,1159.0,496.0,1803.0,289.0,84.0,0.27,0.819
1058.0,3712.0,470.0,974.0,174.0,32.0,66.0,351.0,298.0,218.0,42.0,21.0,0.262,0.698
1087.0,3312.0,422.0,899.0,221.0,11.0,66.0,405.0,438.0,472.0,14.0,15.0,0.271,0.765
1806.0,6378.0,895.0,1910.0,324.0,56.0,192.0,1058.0,514.0,436.0,48.0,26.0,0.299,0.813
1481.0,6253.0,1083.0,1881.0,368.0,84.0,56.0,751.0,366.0,304.0,153.0,29.111971403812824,0.301,0.756
2267.0,8773.0,1262.0,2639.0,572.0,33.0,335.0,1306.0,620.0,1214.0,51.0,38.0,0.301,0.839
882.0,2780.0,313.0,710.0,116.0,23.0,68.0,367.0,224.0,525.0,19.0,17.0,0.255,0.698
1210.0,4140.0,483.0,1134.0,217.0,24.0,108.0,548.0,369.0,662.0,30.0,9.0,0.274,0.751
2057.0,7236.0,1217.0,1800.0,346.0,95.0,344.0,937.0,924.0,1916.0,153.0,50.0,0.249,0.802
1269.0,4419.0,562.0,1121.0,241.0,41.0,158.0,605.0,334.0,972.0,21.0,17.0,0.254,0.741
1495.0,4686.0,623.0,1207.0,182.0,31.0,25.0,386.0,658.0,658.0,96.0,35.0,0.258,0.677
937.0,3404.0,518.0,1075.0,203.0,50.0,31.0,485.0,186.0,199.0,64.0,36.0,0.316,0.787
2082.0,7339.0,985.0,2101.0,359.0,49.0,206.0,852.0,423.0,706.0,107.0,67.0,0.286,0.761
949.0,3051.0,427.0,807.0,174.0,14.0,113.0,448.0,321.0,709.0,50.0,21.0,0.265,0.786
1166.0,4434.0,583.0,1187.0,201.0,20.0,197.0,677.0,379.0,1044.0,28.0,14.0,0.268,0.781
1090.0,3612.0,389.0,844.0,172.0,9.0,134.0,491.0,307.0,959.0,6.0,12.0,0.234,0.699
1103.0,2572.0,344.0,580.0,124.0,14.0,81.0,298.0,225.0,775.0,42.0,19.0,0.226,0.68
1736.0,7030.0,1163.0,2040.0,313.0,98.0,27.0,825.0,439.0,212.0,372.0,29.111971403812824,0.29,0.711
1049.0,2743.0,245.0,618.0,128.0,10.0,58.0,321.0,230.0,419.0,5.0,10.0,0.225,0.627
1023.0,2976.0,460.0,705.0,150.0,13.0,173.0,436.0,387.0,831.0,22.0,23.0,0.237,0.804
1774.0,6073.0,706.0,1591.0,241.0,35.0,200.0,758.0,626.0,753.0,24.0,21.0,0.262,0.752
1676.0,6074.0,918.0,1774.0,308.0,87.0,26.0,566.0,696.0,345.0,180.0,66.0,0.292,0.757
1157.0,4283.0,619.0,1226.0,226.0,60.0,77.0,687.0,339.0,299.0,55.0,29.111971403812824,0.286,0.768
2259.0,8173.0,1579.0,2930.0,541.0,169.0,301.0,1584.0,1038.0,679.0,135.0,64.0,0.358,1.011
1561.0,5805.0,718.0,1488.0,291.0,14.0,188.0,688.0,411.0,960.0,8.0,9.0,0.256,0.713
1474.0,5357.0,756.0,1519.0,296.0,34.0,198.0,768.0,360.0,925.0,94.0,47.0,0.284,0.798
1382.0,4877.0,947.0,1518.0,273.0,54.0,137.0,734.0,740.0,291.0,197.0,30.0,0.311,0.883
827.0,4405.0,695.0,1227.0,188.0,108.0,40.0,721.0,422.0,10.0,396.0,29.111971403812824,0.279,0.744
2135.0,8291.0,1678.0,2250.0,303.0,188.0,53.0,1067.0,981.0,229.0,568.0,29.111971403812824,0.271,0.727
1547.0,5556.0,684.0,1468.0,287.0,39.0,179.0,810.0,369.0,870.0,25.0,15.0,0.264,0.738
1603.0,5891.0,876.0,1621.0,291.0,52.0,277.0,1152.0,792.0,867.0,38.0,26.0,0.275,0.845
1119.0,4153.0,584.0,1219.0,203.0,76.0,94.0,723.0,209.0,407.0,38.0,13.0,0.294,0.775
1445.0,4989.0,912.0,1508.0,292.0,93.0,105.0,712.0,717.0,526.0,132.0,53.0,0.302,0.853
1064.0,2708.0,367.0,670.0,135.0,4.0,121.0,410.0,406.0,428.0,16.0,20.0,0.247,0.785
1621.0,5318.0,824.0,1479.0,340.0,23.0,233.0,865.0,601.0,1064.0,148.0,43.0,0.278,0.84
1336.0,3865.0,477.0,950.0,175.0,40.0,71.0,431.0,281.0,605.0,86.0,60.0,0.246,0.663
1858.0,6930.0,1018.0,2123.0,428.0,30.0,143.0,923.0,939.0,1034.0,52.0,19.0,0.306,0.827
2850.0,10876.0,1844.0,3060.0,668.0,55.0,291.0,1175.0,1160.0,1753.0,414.0,124.0,0.281,0.796
1602.0,4874.0,558.0,1354.0,237.0,44.0,29.0,446.0,546.0,356.0,62.0,47.0,0.278,0.713
850.0,2798.0,285.0,721.0,141.0,6.0,67.0,380.0,249.0,517.0,7.0,10.0,0.258,0.701
2792.0,10195.0,1881.0,3515.0,792.0,222.0,117.0,1529.0,1381.0,220.0,432.0,129.0,0.345,0.928
1332.0,4981.0,872.0,1772.0,307.0,168.0,54.0,785.0,519.0,158.0,202.0,61.0,0.356,0.94
1442.0,4387.0,580.0,1126.0,233.0,22.0,70.0,420.0,373.0,572.0,147.0,68.0,0.257,0.692
1484.0,5149.0,755.0,1375.0,256.0,75.0,42.0,609.0,649.0,416.0,82.0,62.0,0.267,0.721
1197.0,3563.0,449.0,820.0,181.0,11.0,141.0,502.0,576.0,1024.0,11.0,10.0,0.23,0.751
1765.0,5941.0,706.0,1447.0,247.0,33.0,245.0,923.0,584.0,1318.0,11.0,18.0,0.244,0.73
1234.0,4124.0,442.0,1109.0,250.0,16.0,70.0,464.0,132.0,429.0,16.0,28.0,0.269,0.681
1026.0,3549.0,502.0,1028.0,127.0,63.0,26.0,255.0,356.0,436.0,247.0,89.0,0.29,0.74
1443.0,5023.0,528.0,1425.0,267.0,21.0,108.0,669.0,397.0,652.0,38.0,21.0,0.284,0.746
1668.0,4969.0,848.0,1318.0,215.0,46.0,149.0,740.0,980.0,653.0,133.0,39.0,0.265,0.802
1696.0,6047.0,576.0,1515.0,241.0,20.0,25.0,501.0,265.0,399.0,81.0,55.0,0.251,0.592
1874.0,6187.0,1167.0,1626.0,252.0,6.0,583.0,1414.0,1317.0,1596.0,12.0,8.0,0.263,0.982
1898.0,7043.0,1119.0,1950.0,393.0,49.0,287.0,1003.0,988.0,1543.0,205.0,84.0,0.277,0.838
1652.0,6434.0,774.0,1687.0,263.0,114.0,31.0,782.0,416.0,149.0,336.0,29.111971403812824,0.262,0.661
1400.0,4026.0,530.0,1003.0,176.0,16.0,200.0,643.0,606.0,668.0,24.0,32.0,0.249,0.798
1369.0,3945.0,539.0,1016.0,188.0,10.0,196.0,699.0,568.0,719.0,9.0,12.0,0.258,0.814
1371.0,4912.0,620.0,1314.0,190.0,52.0,47.0,454.0,428.0,411.0,20.0,15.0,0.268,0.681
2180.0,7937.0,1329.0,2340.0,441.0,76.0,198.0,960.0,939.0,817.0,379.0,77.0,0.295,0.815
1657.0,6086.0,833.0,1768.0,291.0,86.0,135.0,929.0,412.0,565.0,71.0,13.0,0.291,0.77
1247.0,4233.0,583.0,1160.0,163.0,39.0,130.0,604.0,458.0,219.0,14.0,4.0,0.274,0.77
1186.0,4278.0,590.0,1144.0,182.0,33.0,71.0,369.0,453.0,926.0,91.0,40.0,0.267,0.716
1263.0,4322.0,598.0,1144.0,214.0,44.0,89.0,498.0,523.0,530.0,64.0,47.0,0.265,0.741
1189.0,4117.0,756.0,1227.0,270.0,75.0,59.0,501.0,369.0,438.0,146.0,29.111971403812824,0.298,0.801
1387.0,5281.0,806.0,1524.0,339.0,31.0,299.0,972.0,465.0,853.0,23.0,18.0,0.289,0.88
1328.0,3774.0,447.0,938.0,176.0,15.0,134.0,534.0,436.0,491.0,22.0,26.0,0.249,0.734
1362.0,4910.0,736.0,1336.0,270.0,33.0,187.0,709.0,649.0,796.0,91.0,53.0,0.272,0.813
1108.0,4003.0,573.0,1055.0,221.0,16.0,189.0,668.0,350.0,1085.0,124.0,55.0,0.264,0.797
1164.0,3172.0,249.0,682.0,104.0,16.0,30.0,268.0,214.0,538.0,7.0,7.0,0.215,0.55
894.0,2820.0,415.0,739.0,122.0,2.0,151.0,449.0,435.0,616.0,5.0,7.0,0.262,0.833
1320.0,3630.0,518.0,1014.0,215.0,23.0,65.0,408.0,181.0,728.0,41.0,29.0,0.279,0.74
1747.0,6192.0,903.0,1749.0,312.0,18.0,293.0,1086.0,838.0,798.0,37.0,26.0,0.282,0.848
1310.0,5357.0,1327.0,1612.0,262.0,94.0,46.0,618.0,717.0,332.0,170.0,29.111971403812824,0.301,0.797
1349.0,2679.0,312.0,690.0,100.0,16.0,54.0,289.0,380.0,347.0,19.0,14.0,0.258,0.715
1428.0,4208.0,552.0,1049.0,165.0,33.0,40.0,352.0,411.0,534.0,189.0,95.0,0.249,0.648
1720.0,6081.0,873.0,1578.0,287.0,102.0,161.0,703.0,440.0,1442.0,396.0,143.0,0.259,0.735
1200.0,4494.0,739.0,1391.0,268.0,105.0,77.0,707.0,463.0,352.0,45.0,40.0,0.31,0.843
1368.0,3476.0,510.0,881.0,137.0,18.0,116.0,441.0,446.0,596.0,128.0,78.0,0.253,0.74
1042.0,3053.0,383.0,722.0,95.0,17.0,44.0,228.0,215.0,313.0,52.0,22.0,0.236,0.61
905.0,3275.0,510.0,976.0,190.0,28.0,115.0,610.0,391.0,210.0,41.0,29.111971403812824,0.298,0.853
1539.0,5586.0,840.0,1479.0,313.0,22.0,283.0,891.0,722.0,1048.0,72.0,42.0,0.265,0.848
1155.0,4144.0,578.0,1241.0,190.0,36.0,72.0,591.0,359.0,269.0,33.0,0.0,0.299,0.772
1279.0,4800.0,473.0,1146.0,192.0,89.0,40.0,550.0,161.0,705.3669510842359,89.0,0.606,0.239,0.6060000000000001
1036.0,3530.0,471.0,992.0,230.0,36.0,134.0,452.0,221.0,773.0,30.0,24.0,0.281,0.804
1368.0,4988.0,754.0,1329.0,210.0,52.0,180.0,773.0,562.0,682.0,41.0,38.0,0.266,0.78
928.0,3088.0,407.0,830.0,153.0,23.0,106.0,416.0,207.0,433.0,25.0,29.0,0.269,0.755
821.0,2513.0,357.0,626.0,106.0,15.0,40.0,250.0,331.0,285.0,14.0,7.0,0.249,0.686
1186.0,3672.0,443.0,925.0,184.0,40.0,94.0,365.0,359.0,723.0,9.0,13.0,0.252,0.72
922.0,3014.0,313.0,756.0,126.0,18.0,74.0,404.0,322.0,447.0,8.0,15.0,0.251,0.701
1486.0,6138.0,1492.0,1771.0,347.0,174.0,122.0,908.0,663.0,343.0,509.0,29.111971403812824,0.289,0.822
892.0,3141.0,435.0,849.0,156.0,26.0,31.0,286.0,275.0,526.0,123.0,37.0,0.27,0.702
1720.0,6497.0,1001.0,1859.0,307.0,42.0,247.0,1174.0,692.0,685.0,25.0,22.0,0.286,0.815
1241.0,4676.0,676.0,1321.0,221.0,75.0,45.0,514.0,446.0,339.0,115.0,53.0,0.283,0.737
1887.0,6878.0,895.0,1962.0,383.0,45.0,144.0,854.0,510.0,891.0,101.0,37.0,0.285,0.751
1144.0,3971.0,496.0,1004.0,162.0,9.0,160.0,591.0,480.0,669.0,23.0,24.0,0.253,0.756
921.0,3982.0,478.0,1176.0,217.0,91.0,59.0,614.0,153.0,585.1606665036308,72.0,0.771,0.295,0.771
1345.0,4825.0,648.0,1319.0,256.0,66.0,93.0,542.0,483.0,825.0,85.0,28.0,0.273,0.753
1410.0,5105.0,1055.0,1547.0,298.0,51.0,351.0,898.0,922.0,1355.0,204.0,37.0,0.303,1.003
1137.0,3539.0,405.0,935.0,223.0,7.0,71.0,415.0,403.0,499.0,25.0,10.0,0.264,0.741
1202.0,3911.0,454.0,1101.0,190.0,25.0,47.0,512.0,375.0,559.0,16.0,20.0,0.282,0.724
1755.0,6441.0,797.0,1724.0,324.0,11.0,284.0,1027.0,552.0,1167.0,59.0,30.0,0.268,0.779
1469.0,5175.0,723.0,1260.0,262.0,32.0,164.0,586.0,589.0,1561.0,300.0,92.0,0.243,0.723
2353.0,7917.0,1036.0,2251.0,391.0,94.0,165.0,1077.0,898.0,1031.0,317.0,136.0,0.284,0.774
1239.0,4061.0,606.0,1115.0,244.0,24.0,118.0,546.0,466.0,708.0,115.0,71.0,0.275,0.786
1288.0,4124.0,478.0,1113.0,168.0,22.0,152.0,704.0,328.0,582.0,5.0,6.0,0.27,0.758
1051.0,3670.0,393.0,1011.0,169.0,72.0,43.0,516.0,312.0,240.0,83.0,26.0,0.275,0.731
904.0,2620.0,341.0,638.0,129.0,15.0,117.0,390.0,335.0,642.0,7.0,10.0,0.244,0.768
820.0,4208.0,588.0,1235.0,199.0,131.0,82.0,713.0,272.0,2.0,92.0,29.111971403812824,0.293,0.808
1421.0,3974.0,518.0,1002.0,163.0,25.0,159.0,560.0,491.0,832.0,17.0,19.0,0.252,0.761
1620.0,5447.0,733.0,1379.0,211.0,19.0,255.0,879.0,881.0,810.0,20.0,15.0,0.253,0.799
2380.0,7946.0,1247.0,2383.0,413.0,148.0,169.0,1304.0,1018.0,538.0,71.0,15.0,0.3,0.835
1650.0,5530.0,736.0,1340.0,216.0,55.0,41.0,490.0,523.0,787.0,385.0,131.0,0.242,0.633
1032.0,3914.0,490.0,1108.0,183.0,27.0,36.0,323.0,130.0,322.0,203.0,90.0,0.283,0.68
1499.0,5566.0,610.0,1491.0,211.0,46.0,45.0,438.0,298.0,561.0,80.0,47.0,0.268,0.654
1985.0,7562.0,985.0,2055.0,459.0,32.0,123.0,854.0,514.0,745.0,216.0,57.0,0.272,0.707
924.0,3312.0,470.0,901.0,200.0,25.0,104.0,444.0,306.0,556.0,97.0,49.0,0.272,0.775
1115.0,3446.0,429.0,877.0,161.0,28.0,115.0,432.0,243.0,535.0,51.0,26.0,0.254,0.723
877.0,2576.0,170.0,603.0,86.0,11.0,31.0,244.0,189.0,240.0,5.0,5.0,0.234,0.597
930.0,2517.0,266.0,625.0,91.0,19.0,31.0,244.0,240.0,239.0,27.0,17.0,0.248,0.65
1035.0,3917.0,439.0,1104.0,204.0,40.0,32.0,482.0,276.0,185.0,30.0,32.0,0.282,0.711
1300.0,4620.0,725.0,1296.0,185.0,35.0,80.0,467.0,561.0,399.0,78.0,52.0,0.281,0.747
1536.0,5488.0,809.0,1522.0,333.0,42.0,197.0,794.0,527.0,1101.0,75.0,22.0,0.277,0.805
1334.0,4763.0,756.0,1273.0,267.0,17.0,138.0,631.0,681.0,613.0,165.0,66.0,0.267,0.785
1717.0,6017.0,868.0,1613.0,279.0,77.0,42.0,577.0,715.0,659.0,293.0,43.0,0.268,0.711
2099.0,7983.0,1125.0,2273.0,469.0,19.0,358.0,1363.0,655.0,984.0,125.0,47.0,0.285,0.822
2201.0,7649.0,1010.0,2254.0,350.0,94.0,79.0,856.0,448.0,1238.0,352.0,121.0,0.295,0.729
