feature,importance
HR,0.43814623280400067
AVG,0.32102267893848824
Walk,0.08909990722392469
RBI,0.07629596270852651
At-bat,0.03642124257430685
Games,0.027357711980822316
Caught stealing,0.0033450264192088405
Triple,0.002888010017083861
Runs,0.0024470585735996563
Double,0.0011436160118778922
Hits,0.0007837031918237522
Strikeouts,0.0007093543698891127
stolen base ,0.00033949518644761336
